timestamp_s,left_knee_angle_deg,left_shank_accel_x,left_shank_accel_y,left_shank_accel_z,left_shank_gyro_x,left_shank_gyro_y,left_shank_gyro_z,right_knee_angle_deg,right_shank_accel_x,right_shank_accel_y,right_shank_accel_z,right_shank_gyro_x,right_shank_gyro_y,right_shank_gyro_z,left_angle_imu_integrated,right_angle_imu_integrated,left_angle_strain,right_angle_strain
90.049,96.71340767070797,-0.386332796583771,9.742735973713916,-1.1468198404722283,-0.6799477379514732,,0.6347799674522162,120.0,-0.1461958121997036,8.495709211125344,-4.904999999999999,-0.2573376159006552,,0.3532668181601445,96.71340767070797,120.0,96.71340767070797,120.0
90.059,96.70373085315076,0.7885774275036246,9.742929523831153,-1.145174350769052,-0.3670452577588602,-0.9676817557201208,0.0943271459145006,120.0,-0.0172261629922714,8.495709211125344,-4.904999999999999,-0.0286357697725137,0.0,-0.6541222672455739,96.71340767070797,120.0,96.70373085315076,120.0
90.069,96.69396613375191,0.647864051646652,9.743124550398692,-1.143513880728299,-0.2444035646374004,-0.9764719398840048,-0.1489614675092303,120.0,-0.2555972212233044,8.495709211125344,-4.904999999999999,-0.008766411467345,0.0,-0.3517232001808515,96.70373085315076,120.0,96.69396613375191,120.0
90.079,96.6841135125096,0.132391114827914,9.74332104576855,-1.141838429500279,-0.8042835759983723,-0.9852621242325632,-0.2986379201881963,120.0,0.3835651246311414,8.495709211125344,-4.904999999999999,-0.1151252975796085,0.0,0.5074111330119963,96.69396613375193,120.0,96.6841135125096,120.0
90.089,96.67417298942657,-0.8480986327261778,9.743519002223543,-1.1401479962306296,-0.369771021747139,-0.994052308305473,-0.0583905371437468,120.0,-0.3964152426372789,8.495709211125344,-4.904999999999999,-1.2644012893265728,0.0,0.5802268698706669,96.6841135125096,120.0,96.67417298942657,120.0
90.099,96.66414456450092,0.3177624583137604,9.743718411977484,-1.1384425800588291,0.0645332002736751,-1.0028424925616817,-0.1071963099541034,120.0,0.3182098991248345,8.495709211125344,-4.904999999999999,0.0163171194403857,0.0,0.6262067802041318,96.67417298942654,120.0,96.66414456450092,120.0
90.109,96.65402823773276,0.7238198684071161,9.743919267175029,-1.136722180119342,-0.0004424613441091,-1.0116326768193282,0.6569628166676905,120.0,0.114450321254784,8.495709211125344,-4.904999999999999,-0.1696205368525065,0.0,0.4036003398102903,96.66414456450093,120.0,96.65402823773276,120.0
90.119,96.65402823773276,-0.5138226280062832,9.743919267175029,-1.136722180119342,0.861317384006764,0.0,-0.4697996712696284,120.0,-0.6920449434336469,8.495709211125344,-4.904999999999999,-0.3112795592029155,0.0,0.2206352919768591,96.65402823773273,120.0,96.65402823773276,120.0
90.129,96.26039956156546,0.3162979760310594,9.751498671187228,-1.0697540211813747,-0.065795329079847,-39.36286761670805,-0.3521288562593029,120.0,-0.8748170739485392,8.495709211125344,-4.904999999999999,0.2333908975356524,0.0,-0.3548154023213276,96.65402823773273,120.0,96.26039956156546,120.0
90.139,96.65402823773276,0.1776687384477588,9.743919267175029,-1.136722180119342,0.2233447534892476,39.36286761676398,0.451129919534557,120.0,-1.1057310270540066,8.495709211125344,-4.904999999999999,-0.4626457609803056,0.0,-0.272821088510302,96.260399561566,120.0,96.65402823773276,120.0
