timestamp_s,left_knee_angle_deg,left_shank_accel_x,left_shank_accel_y,left_shank_accel_z,left_shank_gyro_x,left_shank_gyro_y,left_shank_gyro_z,right_knee_angle_deg,right_shank_accel_x,right_shank_accel_y,right_shank_accel_z,right_shank_gyro_x,right_shank_gyro_y,right_shank_gyro_z
90.049,96.71340767070797,-0.386332796583771,9.742735973713916,-1.1468198404722283,-0.6799477379514732,,0.6347799674522162,120.0,-0.14619581219970368,8.495709211125344,-4.9049999999999985,-0.2573376159006552,,0.35326681816014455
90.059,96.70373085315077,0.7885774275036246,9.742929523831151,-1.145174350769052,-0.36704525775886027,-0.9676817557201208,0.09432714591450068,120.0,-0.017226162992271463,8.495709211125344,-4.9049999999999985,-0.028635769772513777,0.0,-0.6541222672455739
90.069,96.69396613375193,0.647864051646652,9.743124550398692,-1.143513880728299,-0.24440356463740046,-0.9764719398840049,-0.1489614675092303,120.0,-0.25559722122330447,8.495709211125344,-4.9049999999999985,-0.008766411467345065,0.0,-0.3517232001808515
90.079,96.68411351250961,0.132391114827914,9.74332104576855,-1.141838429500279,-0.8042835759983723,-0.9852621242325633,-0.29863792018819635,120.0,0.3835651246311414,8.495709211125344,-4.9049999999999985,-0.11512529757960857,0.0,0.5074111330119963
90.089,96.67417298942655,-0.8480986327261778,9.743519002223545,-1.1401479962306296,-0.369771021747139,-0.994052308305473,-0.05839053714374689,120.0,-0.39641524263727895,8.495709211125344,-4.9049999999999985,-1.2644012893265728,0.0,0.5802268698706669
90.099,96.66414456450093,0.31776245831376043,9.743718411977483,-1.1384425800588291,0.06453320027367516,-1.0028424925616817,-0.1071963099541034,120.0,0.31820989912483455,8.495709211125344,-4.9049999999999985,0.016317119440385726,0.0,0.6262067802041318
90.109,96.65402823773275,0.7238198684071161,9.743919267175029,-1.1367221801193421,-0.0004424613441091734,-1.0116326768193282,0.6569628166676905,120.0,0.11445032125478406,8.495709211125344,-4.9049999999999985,-0.16962053685250653,0.0,0.40360033981029036
90.119,96.65402823773275,-0.5138226280062832,9.743919267175029,-1.1367221801193421,0.861317384006764,0.0,-0.4697996712696284,120.0,-0.6920449434336469,8.495709211125344,-4.9049999999999985,-0.31127955920291556,0.0,0.2206352919768591
90.129,96.26039956156546,0.31629797603105947,9.751498671187228,-1.0697540211813747,-0.06579532907984707,-39.362867616708044,-0.3521288562593029,120.0,-0.8748170739485392,8.495709211125344,-4.9049999999999985,0.23339089753565248,0.0,-0.35481540232132763
90.139,96.65402823773275,0.1776687384477588,9.743919267175029,-1.1367221801193421,0.22334475348924762,39.36286761676398,0.45112991953455706,120.0,-1.1057310270540066,8.495709211125344,-4.9049999999999985,-0.46264576098030563,0.0,-0.27282108851030207
90.149,96.65402823773275,0.15415531327136223,9.743919267175029,-1.1367221801193421,0.3702432937329339,0.0,0.282975692619735,120.0,-0.963165585206072,8.495709211125344,-4.9049999999999985,0.09721739354678065,0.0,0.5568913166096545
90.159,96.81318410810763,-0.3376303133964103,9.740724098532434,-1.1637843598663449,0.8830583050105982,15.915587037480734,0.6572006256064914,120.0,-0.3883785799684662,8.495709211125344,-4.9049999999999985,-0.31326872070063927,0.0,0.127025082266349
90.169,96.94723433334457,0.058954990927429285,9.737974630989166,-1.1865707253305382,0.3216427166050445,13.405022523705524,0.1607503965282955,120.0,-0.5056511923143393,8.495709211125344,-4.9049999999999985,-0.7614763187932658,0.0,0.8254411618849751
90.179,97.05617891344173,0.2412638850377241,9.735700833658486,-1.2050847594677516,-0.6132121584616135,10.894458009710316,-0.5761809217019289,120.0,0.10974732946536452,8.495709211125344,-4.9049999999999985,-0.34292658151179406,0.0,-1.0611850772545677
90.289,96.83008413620519,0.7445282214523666,9.740380403651336,-1.166657444224766,0.09402624148165654,-2.0554070657867363,0.42687198045233476,120.0,0.039833092089400286,8.495709211125344,-4.9049999999999985,0.41774138577534586,0.0,0.31836576574347725
90.299,96.80511337530243,-0.8901170010734206,9.740887933561597,-1.1624122615466943,0.6551615625432823,-2.497076090274818,0.36135920167430874,120.0,0.25704801221514784,8.495709211125344,-4.9049999999999985,0.320572186248483,0.0,-0.5751109286152614
90.309,96.77940649935863,-0.2990263163522088,9.741408492176358,-1.1580417041515902,0.4769535526055228,-2.570687594382044,0.5589270484786834,120.0,-1.0758124448209836,8.495709211125344,-4.9049999999999985,0.21272817202752412,0.0,0.7432545683299331
90.319,96.7529635083738,0.14489149485813618,9.741941910936788,-1.1535457528565152,0.2896815854518805,-2.644299098481963,-0.4112470236508133,120.0,0.017175574122927088,8.495709211125344,-4.9049999999999985,-0.07708139036356816,0.0,0.6262269301799841
90.329,96.72578440234793,0.10183987922419697,9.742488016442174,-1.1489243880607058,0.050868475398084305,-2.7179106025893978,0.004333502829803659,120.0,0.5341998482875452,8.495709211125344,-4.9049999999999985,-0.5639285391420701,0.0,-0.09224936581943669
90.339,96.69786918128102,-0.2433913188940528,9.743046630448736,-1.1441775897567352,0.06449982276579852,-2.791522106689108,-0.18941313042828312,120.0,-0.6738782376258405,8.495709211125344,-4.9049999999999985,-0.16498841550031515,0.0,0.12932926283305765
90.349,96.66921784517308,0.08693760410141839,9.743617569868412,-1.1393053375419562,0.6986306917383717,-2.86513361079268,-0.05366378301144942,120.0,-0.30992913545027245,8.495709211125344,-4.9049999999999985,0.018895195854578578,0.0,-0.414854223481899
90.359,96.6398303940241,0.04271213051368191,9.744200646767606,-1.134307610630274,-0.07111928328232149,-2.938745114900429,0.5970835138884469,120.0,0.09297117788748478,8.495709211125344,-4.9049999999999985,0.009797087823688492,0.0,0.2968782901426857
90.471,96.26039956156546,0.02442326377980125,9.751498671187228,-1.0697540211813747,0.3609911327687913,-3.3877752898089977,-0.2593734749995729,120.0,-0.6917481647632893,8.495709211125344,-4.9049999999999985,0.6225472031577642,0.0,0.279173601391471
90.481,96.26039956156546,0.8336789776347145,9.751498671187228,-1.0697540211813747,0.8446269750816109,0.0,0.13024169689582266,120.0,0.2533773011326721,8.495709211125344,-4.9049999999999985,-0.5530951388783611,0.0,-0.9319086357272088
90.491,96.14630136431242,-0.5458184509248806,9.753609630980904,-1.050332883630978,-0.6274638768081385,-11.409819725298423,0.013531789822897336,120.0,0.7680175050287966,8.495709211125344,-4.9049999999999985,-1.1941221598271892,0.0,-0.5745861860414422
90.501,96.14630136431242,0.04855342353756805,9.753609630980904,-1.050332883630978,-0.30944651857755545,0.0,-0.4843846485046621,120.0,-0.1894317161036916,8.495709211125344,-4.9049999999999985,0.0370537643945907,0.0,0.19832033381266315
90.511,95.89927573595105,0.23825511391547158,9.758047382048915,-1.0082714365131618,0.2430013702564272,-24.702562836159544,-0.43383655703625085,120.0,-0.051447698630642545,8.495709211125344,-4.9049999999999985,0.3318379205967862,0.0,0.5459567236780936
90.521,96.14630136431242,0.05948093132539768,9.753609630980904,-1.050332883630978,1.1499630726775614,24.70256283612444,-0.007340735713257528,120.0,0.3052651100341317,8.495709211125344,-4.9049999999999985,-0.4277221862697717,0.0,-0.2911329367776537
90.526,96.20413501434996,0.1391201495597897,9.75254446936287,-1.060177519616274,0.184818524009297,11.56673000751795,1.0234148211589944,120.0,0.2218217519510472,8.495709211125344,-4.9049999999999985,-0.3260297707817712,0.0,-0.2103059555932955
90.531,96.26039956156546,0.20167890619332748,9.751498671187228,-1.0697540211813747,0.5448366529050317,11.252909443079341,-0.49298882619590134,120.0,0.2216400711522291,8.495709211125344,-4.9049999999999985,-0.6849131568719238,0.0,-0.3533357951708735
